src_type	src	dest_type	dest	direction	type
ENTREZID	10497	ENTREZID	8224	undirected	Binding
ENTREZID	10497	ENTREZID	6854	undirected	Binding
ENTREZID	10815	ENTREZID	10497	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	10497	undirected	Binding
ENTREZID	10815	ENTREZID	8224	undirected	Binding
ENTREZID	10815	ENTREZID	8541	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	8541	undirected	Binding
ENTREZID	10815	ENTREZID	8499	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	8499	undirected	Binding
ENTREZID	10815	ENTREZID	8497	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	8497	undirected	Binding
ENTREZID	10815	ENTREZID	9256	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	5864	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	5864	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	6857	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	6857	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	6616	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	6844	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	6844	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	6571	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	6571	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	8500	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	8500	undirected	Binding
ENTREZID	10815	ENTREZID	6804	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	22999	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	10815	ENTREZID	22999	undirected	Binding
ENTREZID	10815	ENTREZID	6854	undirected	Binding
ENTREZID	8224	ENTREZID	10497	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8224	ENTREZID	8541	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8224	ENTREZID	8499	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8224	ENTREZID	8497	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8224	ENTREZID	9256	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8224	ENTREZID	5864	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8224	ENTREZID	5864	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8224	ENTREZID	6857	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8224	ENTREZID	6857	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8224	ENTREZID	6616	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8224	ENTREZID	6844	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8224	ENTREZID	6844	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8224	ENTREZID	6571	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8224	ENTREZID	6571	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8224	ENTREZID	8500	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8224	ENTREZID	6804	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8224	ENTREZID	22999	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	8541	ENTREZID	10497	undirected	Binding
ENTREZID	8541	ENTREZID	8224	undirected	Binding
ENTREZID	8541	ENTREZID	6854	undirected	Binding
ENTREZID	8499	ENTREZID	10497	undirected	Binding
ENTREZID	8499	ENTREZID	8224	undirected	Binding
ENTREZID	8499	ENTREZID	6854	undirected	Binding
ENTREZID	8497	ENTREZID	10497	undirected	Binding
ENTREZID	8497	ENTREZID	8224	undirected	Binding
ENTREZID	8497	ENTREZID	6854	undirected	Binding
ENTREZID	9256	ENTREZID	10497	undirected	Binding
ENTREZID	9256	ENTREZID	10815	undirected	Binding
ENTREZID	9256	ENTREZID	8224	undirected	Binding
ENTREZID	9256	ENTREZID	8541	undirected	Binding
ENTREZID	9256	ENTREZID	8499	undirected	Binding
ENTREZID	9256	ENTREZID	8497	undirected	Binding
ENTREZID	9256	ENTREZID	6853	undirected	Binding
ENTREZID	9256	ENTREZID	6812	undirected	Binding
ENTREZID	9256	ENTREZID	8500	undirected	Binding
ENTREZID	9256	ENTREZID	22999	undirected	Binding
ENTREZID	9256	ENTREZID	6854	undirected	Binding
ENTREZID	6853	ENTREZID	10497	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	6853	ENTREZID	10497	undirected	Binding
ENTREZID	6853	ENTREZID	10815	undirected	Binding
ENTREZID	6853	ENTREZID	8541	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	6853	ENTREZID	8541	undirected	Binding
