src_type	src	dest_type	dest	direction	type
ENTREZID	8823	ENTREZID	10817	undirected	Binding
ENTREZID	8823	ENTREZID	4893	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	8823	ENTREZID	3265	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	8823	ENTREZID	3845	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	8823	ENTREZID	2261	undirected	Binding
ENTREZID	10817	ENTREZID	4893	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	10817	ENTREZID	3265	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	10817	ENTREZID	3845	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	8822	ENTREZID	10817	undirected	Binding
ENTREZID	8822	ENTREZID	4893	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	8822	ENTREZID	3265	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	8822	ENTREZID	3845	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	8822	ENTREZID	2261	undirected	Binding
ENTREZID	8822	ENTREZID	10818	undirected	Binding
ENTREZID	8817	ENTREZID	10817	undirected	Binding
ENTREZID	8817	ENTREZID	4893	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	8817	ENTREZID	3265	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	8817	ENTREZID	3845	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	8817	ENTREZID	2261	undirected	Binding
ENTREZID	2246	ENTREZID	10817	undirected	Binding
ENTREZID	2246	ENTREZID	4893	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	2246	ENTREZID	3265	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	2246	ENTREZID	3845	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	2246	ENTREZID	2261	undirected	Binding
ENTREZID	2246	ENTREZID	10818	undirected	Binding
ENTREZID	2249	ENTREZID	10817	undirected	Binding
ENTREZID	2249	ENTREZID	4893	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	2249	ENTREZID	3265	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	2249	ENTREZID	3845	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	2249	ENTREZID	2261	undirected	Binding
ENTREZID	2249	ENTREZID	10818	undirected	Binding
ENTREZID	2247	ENTREZID	10817	undirected	Binding
ENTREZID	2247	ENTREZID	4893	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	2247	ENTREZID	3265	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	2247	ENTREZID	3845	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	2247	ENTREZID	2261	undirected	Binding
ENTREZID	2247	ENTREZID	10818	undirected	Binding
ENTREZID	2250	ENTREZID	10817	undirected	Binding
ENTREZID	2250	ENTREZID	4893	directed	Control(Out: ACTIVATION of BiochemicalReaction)
