src_type	src	dest_type	dest	direction	type
ENTREZID	51594	ENTREZID	11316	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	6836	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	9183	undirected	Binding
ENTREZID	51594	ENTREZID	11015	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	9554	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	10945	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	11014	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	9276	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	372	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	10972	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	1315	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	1314	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	22818	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	5861	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	662	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	662	undirected	Binding
ENTREZID	51594	ENTREZID	10959	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	60561	undirected	Binding
ENTREZID	51594	ENTREZID	54732	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	81876	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	55850	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	55850	undirected	Binding
ENTREZID	51594	ENTREZID	51226	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	53407	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	53407	undirected	Binding
ENTREZID	51594	ENTREZID	26958	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	51014	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	100302736	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	23423	directed	Process(BiochemicalReaction)
ENTREZID	51594	ENTREZID	22820	directed	Process(BiochemicalReaction)
ENTREZID	22898	ENTREZID	1121	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	22898	ENTREZID	1122	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	22898	ENTREZID	2664	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	22898	ENTREZID	2665	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	22898	ENTREZID	201475	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	55048	ENTREZID	7314	undirected	Binding
ENTREZID	55048	ENTREZID	7316	undirected	Binding
ENTREZID	55048	ENTREZID	6233	undirected	Binding
ENTREZID	55048	ENTREZID	7311	undirected	Binding
ENTREZID	55048	ENTREZID	93343	undirected	Binding
ENTREZID	55048	ENTREZID	89853	undirected	Binding
ENTREZID	55048	ENTREZID	51271	undirected	Binding
ENTREZID	55048	ENTREZID	51160	undirected	Binding
ENTREZID	80006	ENTREZID	1121	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	80006	ENTREZID	1122	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	80006	ENTREZID	2664	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	80006	ENTREZID	2665	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	80006	ENTREZID	5861	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	80006	ENTREZID	60684	undirected	Binding
ENTREZID	80006	ENTREZID	51112	undirected	Binding
ENTREZID	80006	ENTREZID	81876	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	3796	ENTREZID	11316	undirected	Binding
ENTREZID	3796	ENTREZID	6836	undirected	Binding
ENTREZID	3796	ENTREZID	11015	undirected	Binding
ENTREZID	3796	ENTREZID	9554	undirected	Binding
ENTREZID	3796	ENTREZID	10945	undirected	Binding
ENTREZID	3796	ENTREZID	11014	undirected	Binding
ENTREZID	3796	ENTREZID	9276	undirected	Binding
ENTREZID	3796	ENTREZID	372	undirected	Binding
ENTREZID	3796	ENTREZID	10972	undirected	Binding
ENTREZID	3796	ENTREZID	1315	undirected	Binding
ENTREZID	3796	ENTREZID	1314	undirected	Binding
ENTREZID	3796	ENTREZID	22818	undirected	Binding
ENTREZID	3796	ENTREZID	5861	undirected	Binding
ENTREZID	3796	ENTREZID	10959	undirected	Binding
ENTREZID	3796	ENTREZID	54732	undirected	Binding
ENTREZID	3796	ENTREZID	81876	undirected	Binding
ENTREZID	3796	ENTREZID	51226	undirected	Binding
ENTREZID	3796	ENTREZID	26958	undirected	Binding
ENTREZID	3796	ENTREZID	51014	undirected	Binding
ENTREZID	3796	ENTREZID	100302736	undirected	Binding
ENTREZID	3796	ENTREZID	23423	undirected	Binding
ENTREZID	3796	ENTREZID	22820	undirected	Binding
ENTREZID	4641	ENTREZID	10640	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	4641	ENTREZID	10640	undirected	Binding
ENTREZID	4641	ENTREZID	11336	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	4641	ENTREZID	11336	undirected	Binding
ENTREZID	4641	ENTREZID	5898	undirected	Binding
ENTREZID	4641	ENTREZID	23433	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	4641	ENTREZID	4627	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	4641	ENTREZID	5872	directed	Control(In: ACTIVATION of BiochemicalReaction)
